episode,speakers,emotions,utterances,triggers
utterance_1399,"['Chandler', 'Joey', 'Chandler', 'Chandler']","['anger', 'neutral', 'joy', 'neutral']","['You win.', 'Well, what did you have?', ""It doesn't matter because nothing beats a three and a six."", 'That my friend is D-Cup.']","[0.0, 0.0, 0.0, 0.0]"
utterance_1400,"['Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey']","['anger', 'neutral', 'joy', 'neutral', 'neutral', 'surprise']","['You win.', 'Well, what did you have?', ""It doesn't matter because nothing beats a three and a six."", 'That my friend is D-Cup.', 'Okay, now much have you won so far?', 'Uh,  wow, 700.']","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
utterance_1401,"['Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler']","['anger', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'surprise']","['You win.', 'Well, what did you have?', ""It doesn't matter because nothing beats a three and a six."", 'That my friend is D-Cup.', 'Okay, now much have you won so far?', 'Uh,  wow, 700.', 'Not 700 exactly?']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1402,"['Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Joey']","['anger', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral']","['You win.', 'Well, what did you have?', ""It doesn't matter because nothing beats a three and a six."", 'That my friend is D-Cup.', 'Okay, now much have you won so far?', 'Uh,  wow, 700.', 'Not 700 exactly?', 'Yeah.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1403,"['Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler']","['anger', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'joy']","['You win.', 'Well, what did you have?', ""It doesn't matter because nothing beats a three and a six."", 'That my friend is D-Cup.', 'Okay, now much have you won so far?', 'Uh,  wow, 700.', 'Not 700 exactly?', 'Yeah.', 'Double it!']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
utterance_1404,"['Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey']","['anger', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'joy', 'surprise']","['You win.', 'Well, what did you have?', ""It doesn't matter because nothing beats a three and a six."", 'That my friend is D-Cup.', 'Okay, now much have you won so far?', 'Uh,  wow, 700.', 'Not 700 exactly?', 'Yeah.', 'Double it!', 'What?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1405,"['Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler']","['anger', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'joy', 'surprise', 'neutral']","['You win.', 'Well, what did you have?', ""It doesn't matter because nothing beats a three and a six."", 'That my friend is D-Cup.', 'Okay, now much have you won so far?', 'Uh,  wow, 700.', 'Not 700 exactly?', 'Yeah.', 'Double it!', 'What?', 'Well you see in Cups, once you get $700, you have to double it.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1406,"['Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Chandler']","['anger', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'joy', 'surprise', 'neutral', 'surprise', 'neutral', 'neutral', 'neutral', 'surprise']","['You win.', 'Well, what did you have?', ""It doesn't matter because nothing beats a three and a six."", 'That my friend is D-Cup.', 'Okay, now much have you won so far?', 'Uh,  wow, 700.', 'Not 700 exactly?', 'Yeah.', 'Double it!', 'What?', 'Well you see in Cups, once you get $700, you have to double it.', 'Really?', ""Hey, I didn't make up the rules."", 'Now, after you receive the doubling bonus, you get uh, one card.', 'Now that one card could be worth $100 bringing your total to 1,500.', ""Don't get to excited because that's not gonna happen unless you get\x97No way!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1407,"['Ross', 'Ross']","['sadness', 'joy']","[""I'm, I'm sorry you didn't get to go to Spacecamp, and I'm hoping that maybe somehow, this may make up for it."", ""Presenting Sarah Tuttle's Private Very Special Spacecamp!""]","[0.0, 0.0]"
utterance_1408,"['Sarah', 'Ross', 'Chandler', 'Ross']","['neutral', 'joy', 'neutral', 'surprise']","[""Really Mr. Geller, you don't have to do this."", 'Oh come on! Here we go!  Stand by for mission countdown!', ""I'm an alien. I'm an alien."", 'Oh no! An asteroid!']","[0.0, 0.0, 0.0, 0.0]"
utterance_1409,"['Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise']","['Hey.', 'Hey.', 'Where you going?', 'To the bank.', 'Sperm or regular?', 'Sperm.', ""So you're really doing this, huh?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1410,"['Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'neutral']","['Hey.', 'Hey.', 'Where you going?', 'To the bank.', 'Sperm or regular?', 'Sperm.', ""So you're really doing this, huh?"", 'Oh yeah, picked a guy, 37135.', 'Sounds nice.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1411,"['Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'neutral', 'neutral', 'surprise']","['Hey.', 'Hey.', 'Where you going?', 'To the bank.', 'Sperm or regular?', 'Sperm.', ""So you're really doing this, huh?"", 'Oh yeah, picked a guy, 37135.', 'Sounds nice.', 'Fraid so. Brown hair, green eyes...', ""No kiddin', hmm.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1412,"['Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'neutral', 'neutral', 'surprise', 'sadness']","['Hey.', 'Hey.', 'Where you going?', 'To the bank.', 'Sperm or regular?', 'Sperm.', ""So you're really doing this, huh?"", 'Oh yeah, picked a guy, 37135.', 'Sounds nice.', 'Fraid so. Brown hair, green eyes...', ""No kiddin', hmm."", 'What?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1413,"['Roger', 'Phoebe', 'Roger']","['neutral', 'joy', 'joy']","[""What's wrong, sweetie?"", 'Nothing, nothing.', ""Aaaah, what's wrong, c'mon.""]","[0.0, 0.0, 0.0]"
utterance_1414,"['Roger', 'Phoebe', 'Roger', 'Phoebe']","['neutral', 'joy', 'joy', 'sadness']","[""What's wrong, sweetie?"", 'Nothing, nothing.', ""Aaaah, what's wrong, c'mon."", ""It's, I mean, it's nothing, I'm fine.""]","[0.0, 0.0, 0.0, 0.0]"
utterance_1415,"['Roger', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Roger']","['neutral', 'joy', 'joy', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise']","[""What's wrong, sweetie?"", 'Nothing, nothing.', ""Aaaah, what's wrong, c'mon."", ""It's, I mean, it's nothing, I'm fine."", ""It's my friends."", 'They-they have a liking problem with you.', ""In that, um, they don't."", ""Oh. They don't.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
utterance_1416,"['Roger', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Roger', 'Phoebe']","['neutral', 'joy', 'joy', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise', 'joy']","[""What's wrong, sweetie?"", 'Nothing, nothing.', ""Aaaah, what's wrong, c'mon."", ""It's, I mean, it's nothing, I'm fine."", ""It's my friends."", 'They-they have a liking problem with you.', ""In that, um, they don't."", ""Oh. They don't."", ""But they don't see all the wonderfulness that I see.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1417,"['Roger', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise', 'joy', 'sadness']","[""What's wrong, sweetie?"", 'Nothing, nothing.', ""Aaaah, what's wrong, c'mon."", ""It's, I mean, it's nothing, I'm fine."", ""It's my friends."", 'They-they have a liking problem with you.', ""In that, um, they don't."", ""Oh. They don't."", ""But they don't see all the wonderfulness that I see."", ""They don't see all the good stuff and all the sweet stuff.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1418,"['Roger', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise', 'joy', 'sadness', 'joy']","[""What's wrong, sweetie?"", 'Nothing, nothing.', ""Aaaah, what's wrong, c'mon."", ""It's, I mean, it's nothing, I'm fine."", ""It's my friends."", 'They-they have a liking problem with you.', ""In that, um, they don't."", ""Oh. They don't."", ""But they don't see all the wonderfulness that I see."", ""They don't see all the good stuff and all the sweet stuff."", ""They just think you're a little...""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1419,"['Roger', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe', 'Roger']","['neutral', 'joy', 'joy', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise', 'joy', 'sadness', 'joy', 'neutral']","[""What's wrong, sweetie?"", 'Nothing, nothing.', ""Aaaah, what's wrong, c'mon."", ""It's, I mean, it's nothing, I'm fine."", ""It's my friends."", 'They-they have a liking problem with you.', ""In that, um, they don't."", ""Oh. They don't."", ""But they don't see all the wonderfulness that I see."", ""They don't see all the good stuff and all the sweet stuff."", ""They just think you're a little..."", 'What?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
utterance_1420,"['Roger', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Roger', 'Phoebe', 'Phoebe', 'Phoebe', 'Roger', 'Phoebe']","['neutral', 'joy', 'joy', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise', 'joy', 'sadness', 'joy', 'neutral', 'neutral']","[""What's wrong, sweetie?"", 'Nothing, nothing.', ""Aaaah, what's wrong, c'mon."", ""It's, I mean, it's nothing, I'm fine."", ""It's my friends."", 'They-they have a liking problem with you.', ""In that, um, they don't."", ""Oh. They don't."", ""But they don't see all the wonderfulness that I see."", ""They don't see all the good stuff and all the sweet stuff."", ""They just think you're a little..."", 'What?', 'Intense and creepy.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1421,"['Monica', 'Chandler', 'Monica']","['joy', 'surprise', 'surprise']","[""I can't believe we're here."", ""Oh you've got to be kidding me."", 'What?']","[0.0, 0.0, 0.0]"
utterance_1422,"['Monica', 'Chandler', 'Monica', 'Front Desk Clerk', 'Monica']","['joy', 'surprise', 'surprise', 'neutral', 'anger']","[""I can't believe we're here."", ""Oh you've got to be kidding me."", 'What?', 'As a wedding gift to you, the hotel would like to give you the honeymoon suite.', 'No!! You have been screwing us all day!']","[0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1423,"['Monica', 'Chandler', 'Monica', 'Front Desk Clerk', 'Monica', 'Man', 'Chandler']","['joy', 'surprise', 'surprise', 'neutral', 'anger', 'surprise', 'neutral']","[""I can't believe we're here."", ""Oh you've got to be kidding me."", 'What?', 'As a wedding gift to you, the hotel would like to give you the honeymoon suite.', 'No!! You have been screwing us all day!', 'Who are you?', ""We're you just ten seconds later!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1424,"['Monica', 'Chandler', 'Monica', 'Front Desk Clerk', 'Monica', 'Man', 'Chandler', 'Monica', 'Monica', 'Monica', 'Woman', 'Woman', 'Woman']","['joy', 'surprise', 'surprise', 'neutral', 'anger', 'surprise', 'neutral', 'anger', 'anger', 'anger', 'neutral', 'neutral', 'anger']","[""I can't believe we're here."", ""Oh you've got to be kidding me."", 'What?', 'As a wedding gift to you, the hotel would like to give you the honeymoon suite.', 'No!! You have been screwing us all day!', 'Who are you?', ""We're you just ten seconds later!"", 'You already got the first class tickets.. you got the lounge!', 'I mean we should get free stuff too!', ""I mean you're not the only ones on your honeymoon!"", 'Well you can have the suite if you want.', ""We don't care about where we stay."", ""We're here to celebrate our love together.""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
utterance_1425,"['Monica', 'Chandler', 'Monica', 'Front Desk Clerk', 'Monica', 'Man', 'Chandler', 'Monica', 'Monica', 'Monica', 'Woman', 'Woman', 'Woman', 'Woman', 'Woman']","['joy', 'surprise', 'surprise', 'neutral', 'anger', 'surprise', 'neutral', 'anger', 'anger', 'anger', 'neutral', 'neutral', 'anger', 'anger', 'joy']","[""I can't believe we're here."", ""Oh you've got to be kidding me."", 'What?', 'As a wedding gift to you, the hotel would like to give you the honeymoon suite.', 'No!! You have been screwing us all day!', 'Who are you?', ""We're you just ten seconds later!"", 'You already got the first class tickets.. you got the lounge!', 'I mean we should get free stuff too!', ""I mean you're not the only ones on your honeymoon!"", 'Well you can have the suite if you want.', ""We don't care about where we stay."", ""We're here to celebrate our love together."", ""We don't have to get free stuff."", 'We just want to be together.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1426,"['Mr. Zelner', 'Rachel', 'Rachel']","['joy', 'neutral', 'joy']","['Yes!', 'Okay, well then how about a handshake?', ""Oh God I'm sorry!""]","[0.0, 0.0, 0.0]"
utterance_1427,"['Mr. Zelner', 'Rachel', 'Rachel', 'Rachel', 'Rachel']","['joy', 'neutral', 'joy', 'joy', 'fear']","['Yes!', 'Okay, well then how about a handshake?', ""Oh God I'm sorry!"", ""Oh God, I'm sorry!"", 'I did not mean to touch that\x97I mean']","[0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1428,"['Joey', 'Phoebe', 'Joey', 'Phoebe']","['joy', 'joy', 'joy', 'fear']","['Hey Pheebs!', 'Hey!', 'Check it out.  How much of a man am I?!', 'Wow! Nice! Manly and also kind of a slut.']","[0.0, 0.0, 0.0, 0.0]"
utterance_1429,"['Ross', 'Ross', 'Ross', 'Student', 'Ross']","['neutral', 'neutral', 'neutral', 'neutral', 'surprise']","[""which brings us back, of course, to Greely's theory of dominance."", ""Okay, that-that's all for today."", 'Oh, uh does anyone know where the Freeman building is?', ""Yeah, it's the new building on Avenue A."", ""What?! That-that's all the way cross town, I'm supposed to teach a graduate seminar there in ten minutes.""]","[0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1430,"['Ross', 'Ross', 'Ross', 'Student', 'Ross', 'Student', 'Ross']","['neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'anger']","[""which brings us back, of course, to Greely's theory of dominance."", ""Okay, that-that's all for today."", 'Oh, uh does anyone know where the Freeman building is?', ""Yeah, it's the new building on Avenue A."", ""What?! That-that's all the way cross town, I'm supposed to teach a graduate seminar there in ten minutes."", ""Ooh, dude. That's not gonna happen."", ""Move it! Move it! Move it!! Hey!!! I'm the teacher!!""]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
utterance_1431,"['Mark', 'Rachel', 'Mark']","['surprise', 'sadness', 'sadness']","[""No. And I don't think I'm gonna want to."", ""I can't do this."", ""Yep. Yep, that's what I didn't want to know.""]","[0.0, 0.0, 0.0]"
utterance_1432,"['Mark', 'Rachel', 'Mark', 'Rachel', 'Rachel', 'Rachel', 'Mark']","['surprise', 'sadness', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise']","[""No. And I don't think I'm gonna want to."", ""I can't do this."", ""Yep. Yep, that's what I didn't want to know."", ""Well, oh, Mark, I'm doing this for the wrong reasons, y'know?"", ""I'm just doing it to get back at Ross."", ""I'm sorry, it's not very fair to you."", 'Ahh!']","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
utterance_1433,"['Mark', 'Rachel', 'Mark', 'Rachel', 'Rachel', 'Rachel', 'Mark', 'Joey', 'Mark']","['surprise', 'sadness', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise', 'sadness', 'neutral']","[""No. And I don't think I'm gonna want to."", ""I can't do this."", ""Yep. Yep, that's what I didn't want to know."", ""Well, oh, Mark, I'm doing this for the wrong reasons, y'know?"", ""I'm just doing it to get back at Ross."", ""I'm sorry, it's not very fair to you."", 'Ahh!', 'Fair, shmair', ""Y'know?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1434,"['Mark', 'Rachel', 'Mark', 'Rachel', 'Rachel', 'Rachel', 'Mark', 'Joey', 'Mark', 'Mark', 'Mark']","['surprise', 'sadness', 'sadness', 'sadness', 'sadness', 'sadness', 'surprise', 'sadness', 'neutral', 'neutral', 'surprise']","[""No. And I don't think I'm gonna want to."", ""I can't do this."", ""Yep. Yep, that's what I didn't want to know."", ""Well, oh, Mark, I'm doing this for the wrong reasons, y'know?"", ""I'm just doing it to get back at Ross."", ""I'm sorry, it's not very fair to you."", 'Ahh!', 'Fair, shmair', ""Y'know?"", 'Look, if you want to get back at Ross, I am here for you.', 'Really?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1435,"['Mark', 'Mark']","['neutral', 'anger']","['No-no, I say-I say, I say we get back at him right on this couch.', 'Right here!']","[0.0, 0.0]"
utterance_1436,"['Mark', 'Mark', 'Rachel', 'Mark']","['neutral', 'anger', 'sadness', 'neutral']","['No-no, I say-I say, I say we get back at him right on this couch.', 'Right here!', ""Oh God. I'm sorry about this."", ""That's okay.""]","[1.0, 1.0, 1.0, 0.0]"
utterance_1437,"['Mark', 'Mark', 'Rachel', 'Mark', 'Rachel']","['neutral', 'anger', 'sadness', 'neutral', 'joy']","['No-no, I say-I say, I say we get back at him right on this couch.', 'Right here!', ""Oh God. I'm sorry about this."", ""That's okay."", 'You sure?']","[1.0, 1.0, 0.0, 1.0, 0.0]"
utterance_1438,"['Chandler', 'Joey', 'Joey']","['neutral', 'disgust', 'joy']","['And here we go', 'I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.', ""Y'know it wouldn't kill ya to respect your wife's privacy!""]","[0.0, 0.0, 0.0]"
utterance_1439,"['Chandler', 'Joey', 'Joey', 'Joey']","['neutral', 'disgust', 'joy', 'anger']","['And here we go', 'I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.', ""Y'know it wouldn't kill ya to respect your wife's privacy!"", 'Stupid closet full of bugs!']","[0.0, 0.0, 0.0, 0.0]"
utterance_1440,"['Chandler', 'Joey', 'Joey', 'Joey', 'Rachel', 'Joey']","['neutral', 'disgust', 'joy', 'anger', 'fear', 'neutral']","['And here we go', 'I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.', ""Y'know it wouldn't kill ya to respect your wife's privacy!"", 'Stupid closet full of bugs!', ""Joey. Joey, something feels weird and not good weird. I don't\x97Whoa!!"", 'When my sisters were pregnant they got every weird feeling in the book, it was always nothing.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1441,"['Chandler', 'Joey', 'Joey', 'Joey', 'Rachel', 'Joey', 'Rachel']","['neutral', 'disgust', 'joy', 'anger', 'fear', 'neutral', 'neutral']","['And here we go', 'I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.', ""Y'know it wouldn't kill ya to respect your wife's privacy!"", 'Stupid closet full of bugs!', ""Joey. Joey, something feels weird and not good weird. I don't\x97Whoa!!"", 'When my sisters were pregnant they got every weird feeling in the book, it was always nothing.', 'Really?']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1442,"['Chandler', 'Joey', 'Joey', 'Joey', 'Rachel', 'Joey', 'Rachel', 'Joey', 'Joey', 'Joey', 'Joey', 'Joey']","['neutral', 'disgust', 'joy', 'anger', 'fear', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise']","['And here we go', 'I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.', ""Y'know it wouldn't kill ya to respect your wife's privacy!"", 'Stupid closet full of bugs!', ""Joey. Joey, something feels weird and not good weird. I don't\x97Whoa!!"", 'When my sisters were pregnant they got every weird feeling in the book, it was always nothing.', 'Really?', 'Absolutely.', ""Okay Rach-Rach-Rach look at me, look at me, everything's gonna be fine, trust me."", 'Take my hand.', 'Here we go.', 'Oww crushing bones!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1443,"['Phoebe', 'Guy', 'Phoebe', 'Jim', 'Phoebe']","['neutral', 'surprise', 'neutral', 'neutral', 'joy']","['Oh hello.', ""Oh, it's you. I see you everywhere. I'm Jim, Jim Nelson."", ""Oh Jim, Jim Nelson I'm Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately."", ""We have. Maybe we'll be seeing each other at dinner tomorrow night, say around 8 o'clock?"", 'Well, maybe we will.  Oh!']","[0.0, 1.0, 1.0, 1.0, 0.0]"
utterance_1444,"['Phoebe', 'Ross', 'Phoebe']","['anger', 'joy', 'sadness']","[""Well, that's not something a girl wants to hear."", ""No, come on don't start.  Ouch!"", 'What?']","[0.0, 1.0, 0.0]"
utterance_1445,"['Phoebe', 'Ross', 'Phoebe', 'Ross']","['anger', 'joy', 'sadness', 'sadness']","[""Well, that's not something a girl wants to hear."", ""No, come on don't start.  Ouch!"", 'What?', 'Stupid balls are in the way.']","[0.0, 0.0, 0.0, 0.0]"
utterance_1446,"['Phoebe', 'Ross', 'Phoebe', 'Ross', 'Ross']","['anger', 'joy', 'sadness', 'sadness', 'neutral']","[""Well, that's not something a girl wants to hear."", ""No, come on don't start.  Ouch!"", 'What?', 'Stupid balls are in the way.', ""Oh well. It probably would've been the most constructive solution.""]","[0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1447,"['Phoebe', 'Ross', 'Phoebe', 'Ross', 'Ross', 'Phoebe']","['anger', 'joy', 'sadness', 'sadness', 'neutral', 'neutral']","[""Well, that's not something a girl wants to hear."", ""No, come on don't start.  Ouch!"", 'What?', 'Stupid balls are in the way.', ""Oh well. It probably would've been the most constructive solution."", 'You have chalk on your face.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1448,"['Phoebe', 'Monica', 'Ross', 'Joey', 'Joey']","['sadness', 'joy', 'sadness', 'joy', 'sadness']","[""Oh, Ross you're right, I don't know why I always thought this was real grass."", 'Hey, are you okay?', ""My wife's a lesbian."", 'Cool!!', 'Ross, Joey. Joey, Ross.']","[0.0, 0.0, 1.0, 0.0, 0.0]"
utterance_1449,"['Monica', 'Joey', 'Joey', 'Monica']","['joy', 'neutral', 'neutral', 'surprise']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?""]","[0.0, 0.0, 0.0, 0.0]"
utterance_1450,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey']","['joy', 'neutral', 'neutral', 'surprise', 'disgust']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all.""]","[0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1451,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey', 'Monica']","['joy', 'neutral', 'neutral', 'surprise', 'disgust', 'anger']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all."", 'I highly doubt that.']","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1452,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica']","['joy', 'neutral', 'neutral', 'surprise', 'disgust', 'anger', 'disgust', 'fear']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all."", 'I highly doubt that.', 'Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.', ""I can't live like this! What are we gonna do? What are we gonna do?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1453,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey']","['joy', 'neutral', 'neutral', 'surprise', 'disgust', 'anger', 'disgust', 'fear', 'neutral']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all."", 'I highly doubt that.', 'Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.', ""I can't live like this! What are we gonna do? What are we gonna do?"", 'Relax. Here hold this . This old stuff just comes right off.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
